"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
2335,"NCT04445441","An Observational Study to Assess the Protocol for the COVID-19 Treatment in Burkina Faso","CHLORAZ","Recruiting","No Results Available","Coronavirus Infection",,"Clearance of viral load|Safety of the treatment","Centre Muraz","All","18 Years to 99 Years   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IRSS-URCN-CM 001","April 24, 2020","August 31, 2020","December 31, 2020","June 24, 2020",,"July 2, 2020","Sourou Sanon University Hospital, Bobo-Dioulasso, Burkina Faso|Tingadogo University Hospital, Ouagadougou, Burkina Faso",,"https://ClinicalTrials.gov/show/NCT04445441"
2336,"NCT04435522","Maraviroc in SARS-CoV-2",,"Not yet recruiting","No Results Available","COVID","Drug: Maraviroc","Safety and Tolerability|Time to clinical improvement, defined as time from enrollment to an improvement of two points on a seven-category ordinal scale (defined below) or live discharge from the hospital, whichever comes first.|Change in Biomarker Levels|Mortality|Time to Discharge|Days on mechanical ventilation","Rhode Island Hospital","All","18 Years to 99 Years   (Adult, Older Adult)","Early Phase 1","16","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1611471-1","September 2020","December 2020","December 2020","June 17, 2020",,"June 17, 2020","Rhode Isand Hospital, Providence, Rhode Island, United States",,"https://ClinicalTrials.gov/show/NCT04435522"
2337,"NCT04382560","Coping Strategies and Responsiveness to a Brief Online Intervention During COVID-19 Pandemic",,"Recruiting","No Results Available","Behavior, Social|Autonomic Imbalance","Other: Deep Breathing training|Other: Compassion focused intervention","Dispositional questionnaire 1|Dispositional questionnaire 2|Dispositional questionnaire 3|Dispositional questionnaire 4|Heart rate|Cardiac vagal modulation","University of Parma|University of Roma La Sapienza|King's College London","All","20 Years to 40 Years   (Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Other","ESPCOV1","May 2, 2020","May 31, 2020","May 31, 2020","May 11, 2020",,"May 11, 2020","Sapienza University of Rome, Rome, Italy",,"https://ClinicalTrials.gov/show/NCT04382560"
2338,"NCT04451694","Nutritional Follow up After Hospital Discharge for Coronavirus Disease-19","NutriCoviDom","Recruiting","No Results Available","Covid-19","Other: nutritional intervention","nutritional evaluation|muscle strenght|food intake|biological nutritional status|anosmia","Central Hospital, Nancy, France","All","16 Years and older   (Child, Adult, Older Adult)",,"800","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2020PI097","April 1, 2020","July 30, 2020","November 30, 2020","June 30, 2020",,"June 30, 2020","Quilliot, VANDOEUVRE LES Nancy, France",,"https://ClinicalTrials.gov/show/NCT04451694"
2339,"NCT04410536","Home Detox in Medication Overuse Headache (MOH) During Covid-19 Emergency","MOHC","Not yet recruiting","No Results Available","Migraine, Hemicrania","Drug: Symptomatic drugs|Drug: Bridge therapy|Behavioral: Mindfulness program","Drop out rates|Absence of Medication Overuse Headache (MOH)","Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","25","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MOH","June 2020","December 2021","July 2022","June 1, 2020",,"June 1, 2020","Fondazione IRCCS Istituto Neurologico C. Besta, Neuroalgology Unit, Milano, Italy",,"https://ClinicalTrials.gov/show/NCT04410536"
2340,"NCT04275245","Clinical Study of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia",,"Recruiting","No Results Available","2019-nCoVs Infection Pneumonia","Drug: Meplazumab for Injection","2019 nCoV nucleic acid detection|Recovery of body temperature|Recovery of resting respiratory rate|Recovery of SPO2|Chest CT / chest film changes|PaO2 / FiO2|Time to reach the isolation release standard|Changes of inflammatory immune status","Tang-Du Hospital","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20200101","February 3, 2020","December 31, 2020","December 31, 2020","February 19, 2020",,"February 19, 2020","Tangdu Hospital, Xi'an, Shaanxi, China",,"https://ClinicalTrials.gov/show/NCT04275245"
2341,"NCT04350710","Description of Respiratory Mechanics in Patients With SARS-CoV-2 Associated ARDS",,"Recruiting","No Results Available","Acute Respiratory Distress Syndrome|COVID","Other: PEEP trial","Recruitment-to Inflation ratio (R/I ratio)|PaO2/FiO2 (mmHg)|Lung volume recruited (VRec)|Plateau pressure (cm H2O)|Oesophagal pressure (cm H2O)|weight (Kg)|urine output (mL)|serum creatinine (Umo/L)|Mean arterial pressure (mmHg)|Peak Pressure (cm H2O)|PEEP total (cm H2O)|PEP Set (cm H2O)|Height (cm)|Airway pening pressure (cm H2O)|Expired volume in PEEP setted at 15 cmH2O (mL)|Expired volume in PEEP setted at 5 cmH2O (mL)","University Hospital, Angers","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2030/31","March 18, 2020","April 20, 2020","December 31, 2020","April 17, 2020",,"April 17, 2020","CHU, Angers, France",,"https://ClinicalTrials.gov/show/NCT04350710"
2342,"NCT04409197","Evaluation of Changes in Weight, Sleep, and Other Psycho-behavioural Parameters During Covid-19 Confinement in Subjects Monitored by the RNPC Network","CO-RNPC","Recruiting","No Results Available","Comorbidities|Confinement|Obesity",,"Analyse the variation in weight loss kinetics before, during and after confinement in patients enrolled in a weight reduction programme (RNPC) in France|Define the effects of containment on the variation in the kinetics of anthropometric parameters other than weight|Evolution of blood pressure before versus after confinement|Characterize clusters (homogeneous groups of patients) associated with particular dynamics of weight kinetics during confinement|Evaluate the impact of teleconsultation monitoring during containment on weight loss","University Hospital, Grenoble","All","18 Years and older   (Adult, Older Adult)",,"4000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","38RC20.150","May 8, 2020","July 8, 2020","October 8, 2020","June 1, 2020",,"June 1, 2020","CHU Grenoble Alpes, Grenoble, France",,"https://ClinicalTrials.gov/show/NCT04409197"
2343,"NCT04355052","Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to ""no Treatment"" in SARS CoV 2 Virus","COSTA","Recruiting","No Results Available","COVID - 19","Drug: hydroxychloroquine in combination with camostat mesylate|Drug: Hydroxychloroquine in combination of Azithromycin","clinical state as reflected by NEWS scoring|positive PCR|prevention of ICU|prevention of assisted ventilation|prevention of ECMO|death","Sheba Medical Center","All","18 Years to 120 Years   (Adult, Older Adult)","Phase 3","250","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","7092-20-SMC","April 11, 2020","October 11, 2020","December 11, 2020","April 21, 2020",,"April 21, 2020","Sheba Medical Center, Ramat Gan, Israel|Sheba Medical Center, Tel HaShomer, Israel",,"https://ClinicalTrials.gov/show/NCT04355052"
2344,"NCT04386720","Measurement of Airway Opening Pressure (AOP) in Patients With Acute Respiratory Distress Syndrom and With or Without Covid 19.","POVA-TIE","Recruiting","No Results Available","Acute Respiratory Distress Syndrome",,"Comparison of the PV curves|Comparison of regional AOP|Comparison of the different AOPs with the level of PEEP","University Hospital, Bordeaux","All","18 Years and older   (Adult, Older Adult)",,"20","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","CHUBX 2020/15","May 25, 2020","May 25, 2021","May 25, 2021","May 13, 2020",,"May 27, 2020","HOPITAL HAUT-LEVEQUE - Service Réanimation thoracique, Pessac, France",,"https://ClinicalTrials.gov/show/NCT04386720"
2345,"NCT04375774","Verification of Alternative Do-it-yourself Equipment Respirators for the COVID-19 Personal Protective Equipment (PPE)","VADER","Recruiting","No Results Available","COVID","Device: FFP2|Device: Facial mask|Device: MFS","Evaluation of airtightness (Fit test)|User Comfort|Breathing easiness|Field of view quality|Ease of use","Cliniques universitaires Saint-Luc- Université Catholique de Louvain","All","18 Years to 60 Years   (Adult)","Not Applicable","10","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","2020/15AVR/226","May 2020","May 2020","May 2020","May 5, 2020",,"May 5, 2020","Cliniques Universitaires Saint-Luc, Brussels, Belgium",,"https://ClinicalTrials.gov/show/NCT04375774"
2346,"NCT04281693","A New Screening Strategy for 2019 Novel Coronavirus Infection",,"Not yet recruiting","No Results Available","Novel Coronavirus Infection Pneumonia","Diagnostic Test: Standard screening strategy|Diagnostic Test: New screening strategy","Screening accuracy|Cost-effectiveness analysis","Affiliated Hospital to Academy of Military Medical Sciences|The Fifth Medical Center of Chinese PLA General Hospital","All","Child, Adult, Older Adult","Not Applicable","230","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening","307-nCoV","February 2020","March 2020","March 2020","February 24, 2020",,"February 24, 2020","the Fifth Medical Center of Chinese PLA General Hospital, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT04281693"
2347,"NCT04420273","Targeted Melanoma Detection With Skin Self-Examination During COVID-19 Restricted Physician Access","TMD","Not yet recruiting","No Results Available","Melanoma","Behavioral: SSE educational intervention|Other: Home sample collection of concerning mole with physician supervision|Behavioral: Active control:Healthy Living","Change in SSE performance|Identification of concerning mole|Effectiveness of adhesive patch-based home sample collection for genomic analysis of concerning moles to rule-out melanoma|Change in skin self-examination anxiety|Change in confidence performing mole checks|Number of physician visits for concerning moles|Number of biopsies of concerning moles","Northwestern University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","1000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","STU00212165","June 15, 2020","March 30, 2021","December 30, 2021","June 9, 2020",,"June 9, 2020","Northwestern University Feinberg School of Medicine Department of Dermatology, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT04420273"
2348,"NCT04302766","Expanded Access Remdesivir (RDV; GS-5734™)",,"Available","No Results Available","Coronavirus Disease 2019","Drug: Remdesivir",,"U.S. Army Medical Research and Development Command","All","Child, Adult, Older Adult",,,"U.S. Fed","Expanded Access:Intermediate-size Population|Treatment IND/Protocol",,"S-20-01",,,,"March 10, 2020",,"April 10, 2020",,,"https://ClinicalTrials.gov/show/NCT04302766"
2349,"NCT04413877","Implementation of the Integrated Care of Older People App and ICOPE Monitor in Primary Care (ICOPE)","ICOPE","Not yet recruiting","No Results Available","Frailty Syndrome|COVID-19|Healthy Aging|Old Age; Debility",,"Incidence of frailty","University of Liege|University Hospital, Toulouse","All","65 Years and older   (Older Adult)",,"600","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","GerULiege/SG/DSR/ICOPE","October 2020","October 2021","November 2021","June 4, 2020",,"June 4, 2020",,,"https://ClinicalTrials.gov/show/NCT04413877"
2350,"NCT04260308","A Survey of Psychological Status of Medical Workers and Residents in the Context of 2019 Novel Coronavirus Pneumonia",,"Recruiting","No Results Available","Virus; Pneumonia",,"GHQ-12(general health questionnaire-12)|IES-R(Impact of Event Scale-Revised)","Huazhong University of Science and Technology","All","Child, Adult, Older Adult",,"30000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","IRBID:TJ-C 20200107","February 3, 2020","April 15, 2020","April 20, 2020","February 7, 2020",,"February 7, 2020","Tongji Hospital，Tongji Medical College Affiliated，Huazhong University of Science ＆ Technology, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04260308"
2351,"NCT04385836","Trial of Alpha One Antitrypsin Inhalation in Treating Patient With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)",,"Recruiting","No Results Available","Coronavirus","Drug: alpha one antitrypsin inhalation","clinical improvement","Ministry of Health, Saudi Arabia","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","150","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","4-0520- 076-K-02-H","June 1, 2020","September 1, 2020","September 1, 2020","May 13, 2020",,"May 13, 2020","Ministry of Health, Mecca, Saudi Arabia",,"https://ClinicalTrials.gov/show/NCT04385836"
